the max acc is 9930
no.	acc	ninas	ntk	tot
9930	73.493	1.400	0.425	1.825
===========================================================================
the problems are here (45):
no.	acc	ninas	ntk	tot
1007	36.993	-3.829	-2.257	-11.540	-15.369
13116	50.340	-1.542	-0.999	-13.813	-15.355
5546	44.707	-1.498	-1.045	-13.833	-15.331
9343	49.780	-3.575	-2.249	-11.686	-15.261
14649	49.780	-3.590	-2.254	-11.542	-15.132
4101	50.050	-3.513	-2.250	-11.594	-15.106
4205	40.960	-3.770	-2.252	-11.330	-15.100
4671	45.187	-1.202	-0.651	-13.845	-15.048
1312	50.833	-3.518	-2.248	-11.509	-15.027
10528	49.700	-3.539	-2.251	-11.311	-14.850
6513	50.630	-3.482	-2.249	-11.324	-14.806
12798	50.200	-3.453	-2.247	-11.273	-14.726
8652	50.653	-3.488	-2.248	-11.227	-14.715
9913	50.770	-3.655	-2.248	-11.045	-14.700
4551	50.410	-0.446	0.221	-14.231	-14.677
9005	44.967	-3.595	-2.252	-11.081	-14.676
14699	50.260	-3.525	-2.248	-11.062	-14.587
876	50.820	-1.211	-1.020	-13.370	-14.580
13905	50.493	-3.509	-2.248	-11.069	-14.578
9629	41.150	-1.450	-1.078	-13.037	-14.487
9615	40.210	-3.686	-2.255	-10.740	-14.426
530	44.660	-3.566	-2.253	-10.830	-14.396
5051	44.830	-3.843	-2.253	-10.516	-14.359
9131	44.560	-3.500	-2.253	-10.857	-14.357
13444	50.233	-3.476	-2.249	-10.865	-14.340
9194	50.410	-3.544	-2.248	-10.593	-14.137
7519	47.547	-3.552	-2.253	-10.560	-14.112
14280	39.950	-3.765	-2.255	-10.319	-14.085
3556	38.360	-1.342	-0.692	-12.708	-14.050
9061	50.810	-3.605	-2.248	-10.381	-13.986
5807	36.990	-3.802	-2.259	-10.055	-13.857
9816	51.200	-3.408	-2.246	-10.371	-13.779
14074	37.320	-1.370	-0.693	-12.370	-13.741
15031	49.220	-3.558	-2.249	-10.088	-13.646
6569	50.890	-3.555	-2.248	-10.087	-13.642
3422	41.180	-3.673	-2.254	-9.908	-13.581
7018	44.480	-1.327	-0.661	-12.234	-13.561
5203	50.627	-3.486	-2.249	-10.060	-13.545
14597	50.607	-3.445	-2.247	-10.097	-13.542
11728	51.080	-3.449	-2.247	-10.059	-13.508
1028	44.847	-3.734	-2.251	-9.771	-13.505
9057	37.760	-3.904	-2.257	-9.562	-13.466
6374	50.907	-3.453	-2.247	-10.004	-13.458
3139	44.533	-3.663	-2.254	-9.779	-13.442
2434	40.520	-3.822	-2.255	-9.610	-13.432
118	49.513	-3.521	-2.251	-9.894	-13.415
15195	50.333	-1.215	-1.020	-12.198	-13.413
6252	49.247	-3.584	-2.250	-9.815	-13.399
7362	41.500	-3.786	-2.253	-9.608	-13.394
10697	45.050	-3.625	-2.252	-9.751	-13.376
13187	50.433	-3.595	-2.247	-9.703	-13.298
199	50.333	-3.563	-2.247	-9.692	-13.255
9592	45.110	-1.347	-1.057	-11.897	-13.244
7100	41.220	-3.583	-2.257	-9.640	-13.223
10869	41.200	-1.337	-0.695	-11.815	-13.152
806	40.933	-3.831	-2.254	-9.291	-13.121
10817	48.970	-3.549	-2.250	-9.449	-12.998
2617	40.740	-3.647	-2.255	-9.285	-12.933
10338	44.690	-3.556	-2.252	-9.374	-12.930
15623	40.640	-3.710	-2.254	-9.217	-12.927
7506	50.380	-3.602	-2.247	-9.311	-12.913
745	43.673	-3.675	-2.254	-9.212	-12.887
15179	51.000	-3.623	-2.249	-9.242	-12.865
2625	46.800	-3.487	-2.251	-9.361	-12.847
13050	50.780	-3.536	-2.247	-9.234	-12.770
1448	51.053	-3.590	-2.250	-9.167	-12.757
5228	50.167	-3.496	-2.249	-9.219	-12.715
10223	50.280	-3.533	-2.248	-9.174	-12.708
12913	50.540	-3.481	-2.247	-9.223	-12.704
3044	45.110	-3.634	-2.252	-9.050	-12.684
12575	44.880	-3.642	-2.251	-9.037	-12.679
1885	40.567	-3.783	-2.255	-8.877	-12.661
8138	45.300	-3.618	-2.252	-9.028	-12.645
6144	44.670	-1.364	-1.064	-11.235	-12.599
4934	45.060	-3.627	-2.254	-8.856	-12.483
10102	44.073	-1.131	-0.640	-11.352	-12.483
2230	42.780	-1.370	-0.699	-11.103	-12.473
1003	40.713	-1.518	-1.062	-10.935	-12.453
10001	44.840	-3.629	-2.253	-8.813	-12.442
6303	50.660	-3.401	-2.248	-9.033	-12.435
280	49.460	-3.336	-2.248	-9.088	-12.424
2656	31.267	-3.513	-2.209	-8.842	-12.355
10196	50.660	-3.480	-2.246	-8.839	-12.318
5523	50.020	-1.441	-1.054	-10.876	-12.318
3476	44.440	-3.575	-2.254	-8.739	-12.315
2318	49.220	-1.458	-1.062	-10.836	-12.294
9584	40.720	-3.789	-2.253	-8.455	-12.244
15379	50.953	-3.462	-2.248	-8.775	-12.237
2582	44.467	-3.601	-2.253	-8.630	-12.231
4654	60.813	-0.277	0.279	-11.942	-12.219
10843	50.370	-3.465	-2.249	-8.754	-12.219
4169	44.547	-1.302	-1.045	-10.904	-12.207
15486	44.150	-3.576	-2.253	-8.581	-12.156
15132	40.800	-3.731	-2.254	-8.339	-12.071
12870	44.947	-3.585	-2.254	-8.464	-12.050
4246	49.100	-0.735	0.124	-11.297	-12.032
4660	43.740	-3.646	-2.254	-8.374	-12.021
4170	50.620	-3.488	-2.248	-8.528	-12.016
6229	40.880	-3.680	-2.257	-8.328	-12.008
1184	40.787	-3.686	-2.254	-8.316	-12.002
14189	40.447	-3.649	-2.254	-8.327	-11.976
10090	44.340	-3.658	-2.253	-8.245	-11.903
3220	50.520	-1.331	-1.036	-10.561	-11.892
1782	50.893	-3.414	-2.248	-8.465	-11.879
3620	44.860	-1.388	-0.672	-10.464	-11.852
12622	50.890	-3.581	-2.248	-8.246	-11.827
5665	44.740	-3.724	-2.254	-8.063	-11.788
7535	40.767	-3.774	-2.258	-8.008	-11.782
5569	40.947	-1.445	-1.073	-10.325	-11.770
4353	44.740	-3.607	-2.252	-8.149	-11.756
3531	49.093	-3.666	-2.253	-8.074	-11.740
9023	49.010	-3.337	-2.246	-8.394	-11.731
240	50.467	-3.490	-2.248	-8.208	-11.697
8580	44.200	-3.575	-2.249	-8.121	-11.696
6406	51.827	-1.289	-1.015	-10.397	-11.687
10810	44.880	-1.392	-0.698	-10.289	-11.681
15581	50.993	-3.500	-2.248	-8.144	-11.644
10148	40.100	-3.873	-2.257	-7.748	-11.622
14231	50.810	-3.485	-2.248	-8.134	-11.618
10039	49.770	-1.363	-1.026	-10.250	-11.613
4495	40.710	-3.793	-2.255	-7.795	-11.588
1528	50.013	-3.568	-2.248	-7.985	-11.553
3837	43.920	-3.604	-2.252	-7.942	-11.546
7699	48.907	-3.630	-2.252	-7.895	-11.525
7889	50.440	-3.570	-2.247	-7.939	-11.508
15174	44.770	-3.723	-2.252	-7.781	-11.504
14388	49.440	-3.581	-2.248	-7.867	-11.448
8596	44.427	-3.670	-2.254	-7.752	-11.422
3245	50.160	-3.669	-2.252	-7.744	-11.412
7493	50.240	-3.551	-2.249	-7.845	-11.397
4253	50.380	-3.486	-2.249	-7.903	-11.389
11917	47.420	-3.726	-2.250	-7.659	-11.385
13409	40.520	-3.703	-2.255	-7.673	-11.376
6788	50.110	-1.267	-1.002	-10.094	-11.360
10437	50.933	-3.549	-2.247	-7.808	-11.357
3425	50.410	-3.484	-2.247	-7.856	-11.340
10330	44.650	-3.569	-2.253	-7.745	-11.314
1408	50.787	-3.579	-2.247	-7.725	-11.304
1618	49.727	-3.590	-2.250	-7.695	-11.285
12333	40.710	-3.616	-2.257	-7.662	-11.278
14554	45.430	-1.334	-1.082	-9.852	-11.186
6161	51.570	-3.504	-2.246	-7.671	-11.174
7881	36.620	-1.345	-0.700	-9.821	-11.166
2502	45.073	-3.652	-2.253	-7.510	-11.162
9607	44.370	-3.751	-2.253	-7.399	-11.150
3684	50.360	-3.419	-2.248	-7.729	-11.147
5859	40.900	-3.715	-2.255	-7.414	-11.130
12693	44.580	-3.690	-2.253	-7.426	-11.116
3763	49.010	-3.416	-2.247	-7.695	-11.111
8646	45.060	-3.595	-2.254	-7.515	-11.110
11004	49.600	-3.517	-2.252	-7.584	-11.101
8477	44.660	-3.708	-2.252	-7.336	-11.044
14033	51.073	-3.540	-2.248	-7.487	-11.027
2526	50.580	-0.290	0.243	-10.717	-11.007
9519	40.860	-3.711	-2.255	-7.277	-10.988
11764	44.640	-3.589	-2.252	-7.393	-10.983
8350	44.350	-3.593	-2.252	-7.380	-10.973
3472	51.280	-3.460	-2.249	-7.508	-10.968
8096	50.213	-0.497	0.211	-10.449	-10.946
4545	49.590	-0.513	0.159	-10.395	-10.909
7336	49.840	-3.575	-2.246	-7.308	-10.884
15233	54.153	-1.114	-1.023	-9.707	-10.821
7090	50.747	-3.618	-2.247	-7.177	-10.794
6194	50.410	-0.254	0.176	-10.518	-10.771
396	49.393	-3.666	-2.251	-7.065	-10.731
2072	49.933	-3.431	-2.247	-7.290	-10.722
7798	45.173	-1.343	-1.073	-9.376	-10.719
11704	42.987	-1.125	-0.672	-9.583	-10.707
13633	50.667	-3.538	-2.249	-7.162	-10.700
9865	44.920	-3.634	-2.252	-7.061	-10.695
1311	48.840	-1.327	-1.045	-9.352	-10.680
15133	44.640	-3.553	-2.254	-7.117	-10.670
10956	44.280	-1.272	-0.702	-9.384	-10.656
1158	41.127	-3.755	-2.255	-6.888	-10.642
1522	50.313	-3.537	-2.249	-7.099	-10.636
4018	44.567	-3.651	-2.252	-6.955	-10.605
693	40.680	-3.626	-2.257	-6.956	-10.582
14315	50.647	-1.271	-1.001	-9.304	-10.575
9262	49.920	-1.502	-1.015	-9.064	-10.567
5935	44.933	-3.678	-2.251	-6.883	-10.561
6884	45.050	-3.592	-2.252	-6.963	-10.555
13489	44.680	-3.609	-2.253	-6.941	-10.549
5927	50.440	-3.522	-2.247	-7.003	-10.525
7323	51.310	-3.486	-2.247	-7.024	-10.509
13102	51.440	-3.460	-2.248	-7.034	-10.495
7083	43.047	-1.295	-0.689	-9.195	-10.489
1092	50.920	-3.539	-2.249	-6.919	-10.458
12732	50.533	-3.439	-2.248	-6.962	-10.401
9671	44.367	-3.695	-2.254	-6.667	-10.362
2556	45.387	-1.560	-1.068	-8.800	-10.360
6806	50.640	-3.434	-2.247	-6.924	-10.358
5508	44.847	-3.625	-2.253	-6.732	-10.357
232	39.207	-3.776	-2.257	-6.577	-10.353
2890	37.800	-3.694	-2.255	-6.653	-10.348
6409	50.287	-3.605	-2.248	-6.730	-10.335
10558	44.840	-3.540	-2.255	-6.785	-10.325
12881	48.820	-3.677	-2.253	-6.645	-10.323
2451	54.353	-3.077	-2.226	-7.235	-10.312
3446	43.810	-1.296	-0.725	-9.014	-10.310
12770	50.587	-1.393	-1.022	-8.883	-10.275
13549	43.560	-3.624	-2.253	-6.639	-10.263
3268	55.093	-1.299	-0.921	-8.951	-10.250
12377	54.080	-1.444	-0.972	-8.763	-10.207
5944	51.993	-1.322	-0.998	-8.860	-10.183
10058	50.593	-3.505	-2.249	-6.664	-10.169
1411	42.740	-1.302	-0.683	-8.859	-10.161
10994	40.320	-3.812	-2.257	-6.317	-10.129
9087	50.000	-3.475	-2.249	-6.648	-10.123
8187	41.020	-1.508	-1.077	-8.612	-10.120
2770	44.347	-3.625	-2.254	-6.463	-10.088
683	36.960	-1.435	-0.682	-8.639	-10.074
15478	50.760	-3.535	-2.248	-6.528	-10.063
8038	44.573	-1.312	-0.653	-8.745	-10.057
675	37.210	-3.800	-2.256	-6.241	-10.041
4600	41.280	-3.832	-2.255	-6.186	-10.018
12474	49.660	-3.534	-2.249	-6.472	-10.006
9082	42.380	-1.556	-0.709	-8.429	-9.986
9560	37.370	-1.275	-0.695	-8.699	-9.974
12141	51.950	-3.505	-2.248	-6.466	-9.971
3712	50.100	-1.370	-1.011	-8.595	-9.964
15001	34.907	-1.398	-0.712	-8.562	-9.960
4884	50.700	-3.468	-2.247	-6.479	-9.947
1676	40.707	-3.662	-2.257	-6.277	-9.939
1296	44.667	-3.629	-2.252	-6.308	-9.937
6295	43.753	-1.227	-0.700	-8.695	-9.923
8204	54.020	-3.152	-2.225	-6.750	-9.902
901	50.560	-3.581	-2.247	-6.317	-9.898
2283	50.080	-1.378	-1.023	-8.509	-9.887
2483	49.313	-3.683	-2.253	-6.197	-9.880
4517	51.360	-3.530	-2.248	-6.340	-9.870
332	50.367	-1.167	-1.028	-8.701	-9.868
7803	40.733	-3.906	-2.256	-5.953	-9.859
9347	50.460	-0.350	0.167	-9.507	-9.857
6214	43.473	-1.154	-0.684	-8.687	-9.842
10174	40.650	-3.772	-2.257	-6.031	-9.803
4429	44.913	-3.712	-2.250	-6.090	-9.802
8953	49.780	-3.584	-2.252	-6.203	-9.787
8314	34.790	-3.746	-2.259	-6.037	-9.784
11538	45.367	-1.148	-0.631	-8.631	-9.779
887	43.340	-1.455	-0.693	-8.313	-9.768
13980	45.330	-1.315	-1.087	-8.411	-9.726
1582	40.960	-3.790	-2.255	-5.928	-9.718
3231	45.180	-1.219	-0.635	-8.472	-9.691
5980	48.027	-3.559	-2.251	-6.126	-9.685
6940	49.310	-3.571	-2.249	-6.111	-9.682
8467	45.300	-3.652	-2.254	-6.027	-9.679
8456	49.920	-3.455	-2.249	-6.223	-9.678
13537	44.530	-3.713	-2.252	-5.956	-9.669
583	44.687	-3.575	-2.253	-6.088	-9.663
3224	50.793	-3.459	-2.247	-6.173	-9.632
10283	43.673	-1.255	-0.717	-8.351	-9.606
9287	43.900	-3.637	-2.253	-5.965	-9.602
14956	51.253	-3.543	-2.246	-6.057	-9.599
8815	42.060	-1.278	-0.675	-8.317	-9.595
7747	43.020	-1.384	-0.697	-8.206	-9.590
10094	44.380	-3.567	-2.255	-6.020	-9.587
364	49.860	-3.530	-2.248	-6.056	-9.586
10099	50.550	-3.433	-2.248	-6.150	-9.583
7759	44.073	-1.140	-0.640	-8.415	-9.555
14422	50.140	-3.680	-2.250	-5.867	-9.547
5264	44.770	-3.700	-2.253	-5.820	-9.519
14751	40.820	-1.539	-1.090	-7.971	-9.510
13447	50.250	-3.535	-2.249	-5.960	-9.495
9419	40.490	-3.638	-2.254	-5.855	-9.493
11138	38.940	-1.409	-0.735	-8.073	-9.482
3006	50.760	-3.495	-2.248	-5.957	-9.452
4526	44.913	-1.159	-0.643	-8.291	-9.450
5473	44.627	-3.692	-2.252	-5.738	-9.431
14105	51.393	-1.418	-1.062	-8.012	-9.429
11781	55.120	-3.164	-2.226	-6.226	-9.390
14711	37.740	-1.350	-0.705	-7.989	-9.339
6551	49.640	-3.423	-2.249	-5.908	-9.331
1998	40.533	-3.633	-2.255	-5.694	-9.327
11077	54.480	-3.256	-2.226	-6.067	-9.324
7815	49.280	-3.561	-2.250	-5.728	-9.289
12993	50.160	-3.450	-2.250	-5.835	-9.285
8722	44.980	-3.730	-2.253	-5.530	-9.261
2559	45.513	-1.338	-1.085	-7.879	-9.217
9126	44.487	-1.013	-0.616	-8.200	-9.214
12637	49.580	-1.342	-1.051	-7.853	-9.195
10569	48.870	-3.567	-2.253	-5.582	-9.148
501	50.673	-3.511	-2.248	-5.605	-9.116
3418	49.730	-3.641	-2.252	-5.470	-9.110
14553	44.173	-1.333	-0.693	-7.770	-9.103
11950	40.700	-3.710	-2.253	-5.388	-9.098
5937	50.660	-3.567	-2.247	-5.522	-9.089
12419	49.800	-3.346	-2.247	-5.730	-9.076
7511	54.727	-3.039	-2.226	-6.037	-9.076
15447	41.207	-1.209	-0.682	-7.802	-9.011
1737	40.927	-3.566	-2.256	-5.439	-9.005
4396	49.793	-3.567	-2.252	-5.422	-8.988
3324	40.227	-3.717	-2.255	-5.268	-8.985
12188	51.470	-3.475	-2.247	-5.500	-8.975
6199	50.287	-1.139	-1.000	-7.836	-8.975
14596	41.120	-3.516	-2.254	-5.457	-8.973
15410	45.020	-1.432	-1.067	-7.516	-8.948
2723	43.733	-1.215	-0.700	-7.715	-8.930
15500	50.660	-3.511	-2.247	-5.409	-8.920
10530	50.347	-3.501	-2.246	-5.409	-8.910
7536	50.547	-1.320	-1.026	-7.576	-8.897
10182	37.040	-3.632	-2.257	-5.263	-8.895
151	44.487	-1.178	-0.662	-7.699	-8.877
913	35.633	-1.428	-0.685	-7.444	-8.872
2426	50.813	-1.213	-1.015	-7.641	-8.854
9823	51.230	-3.632	-2.249	-5.219	-8.851
10536	50.393	-3.446	-2.247	-5.386	-8.832
5624	44.547	-1.334	-1.067	-7.490	-8.824
5401	50.753	-3.462	-2.248	-5.358	-8.820
15154	43.127	-1.219	-0.689	-7.595	-8.814
1890	43.453	-1.290	-0.710	-7.524	-8.813
8475	44.593	-3.542	-2.253	-5.263	-8.805
4145	50.250	-3.379	-2.248	-5.420	-8.799
8214	44.473	-3.489	-2.253	-5.290	-8.779
7061	39.987	-1.450	-0.696	-7.323	-8.773
5118	50.533	-3.325	-2.246	-5.447	-8.772
13667	44.693	-3.681	-2.250	-5.072	-8.754
7835	54.267	-3.059	-2.226	-5.692	-8.750
7501	1.000	-4.880	-2.509	-3.858	-8.738
15576	44.573	-3.644	-2.254	-5.087	-8.731
5303	1.000	-4.854	-2.509	-3.858	-8.712
1562	1.000	-4.843	-2.509	-3.858	-8.701
10106	50.010	-3.502	-2.247	-5.191	-8.693
3095	1.000	-4.823	-2.509	-3.858	-8.680
7015	50.127	-3.431	-2.247	-5.238	-8.669
15402	44.880	-3.688	-2.251	-4.973	-8.661
8381	1.000	-4.795	-2.501	-3.858	-8.653
3253	45.593	-1.372	-1.047	-7.279	-8.651
13630	1.000	-4.785	-2.509	-3.858	-8.643
7049	44.900	-1.316	-1.059	-7.326	-8.642
7006	50.060	-1.500	-1.090	-7.138	-8.638
5332	50.400	-1.382	-1.064	-7.238	-8.620
4270	44.487	-1.136	-0.647	-7.478	-8.614
8994	51.060	-3.405	-2.247	-5.188	-8.592
1534	40.120	-3.732	-2.255	-4.853	-8.585
6844	45.190	-1.412	-1.050	-7.170	-8.582
8039	1.000	-4.716	-2.509	-3.858	-8.573
934	45.260	-3.672	-2.251	-4.885	-8.557
1849	1.000	-4.699	-2.501	-3.858	-8.557
11774	49.420	-3.504	-2.253	-5.050	-8.554
11066	1.000	-4.696	-2.501	-3.858	-8.553
13612	1.000	-4.693	-2.501	-3.858	-8.551
8317	1.000	-4.693	-2.501	-3.858	-8.550
12208	50.770	-3.542	-2.247	-4.998	-8.541
1081	50.487	-3.451	-2.247	-5.089	-8.541
9665	49.490	-3.640	-2.253	-4.887	-8.528
305	49.520	-3.536	-2.253	-4.990	-8.526
5802	1.000	-4.666	-2.501	-3.858	-8.523
8122	1.000	-4.662	-2.501	-3.858	-8.520
15376	1.000	-4.655	-2.501	-3.858	-8.512
552	1.000	-4.654	-2.501	-3.858	-8.512
15200	1.000	-4.654	-2.501	-3.858	-8.511
1509	1.000	-4.652	-2.501	-3.858	-8.510
5241	1.000	-4.648	-2.501	-3.858	-8.506
8165	40.280	-3.762	-2.254	-4.742	-8.503
2125	49.447	-3.586	-2.250	-4.913	-8.500
7161	1.000	-4.634	-2.501	-3.858	-8.491
15364	1.000	-4.634	-2.501	-3.858	-8.491
5052	50.753	-3.433	-2.248	-5.058	-8.491
12150	1.000	-4.628	-2.501	-3.858	-8.486
5943	50.220	-0.447	0.170	-8.037	-8.484
13130	35.560	-1.379	-0.701	-7.106	-8.484
11074	50.700	-3.507	-2.247	-4.976	-8.483
2588	1.000	-4.623	-2.501	-3.858	-8.481
3553	1.000	-4.616	-2.501	-3.858	-8.474
9198	50.770	-3.524	-2.248	-4.948	-8.472
3482	50.187	-0.373	0.217	-8.098	-8.470
10931	1.000	-4.602	-2.501	-3.858	-8.459
10357	50.760	-3.523	-2.246	-4.935	-8.457
5843	1.000	-4.600	-2.501	-3.858	-8.457
13278	1.000	-4.595	-2.501	-3.858	-8.453
11930	1.000	-4.592	-2.501	-3.858	-8.449
13728	1.000	-4.589	-2.501	-3.858	-8.446
2846	1.000	-4.583	-2.501	-3.858	-8.440
14471	1.000	-4.576	-2.501	-3.858	-8.434
7001	1.000	-4.574	-2.501	-3.858	-8.431
6253	45.020	-3.585	-2.254	-4.844	-8.429
12420	1.000	-4.571	-2.501	-3.858	-8.429
9464	1.000	-4.569	-2.501	-3.858	-8.426
8421	1.000	-4.566	-2.501	-3.858	-8.424
3213	1.000	-4.565	-2.501	-3.858	-8.422
13446	34.500	-1.378	-0.720	-7.045	-8.422
4177	1.000	-4.562	-2.501	-3.858	-8.420
10282	42.347	-1.348	-0.713	-7.070	-8.418
14645	1.000	-4.556	-2.501	-3.858	-8.413
2587	1.000	-4.556	-2.501	-3.858	-8.413
14763	1.000	-4.554	-2.501	-3.858	-8.411
10266	1.000	-4.553	-2.501	-3.858	-8.411
6576	1.000	-4.550	-2.501	-3.858	-8.407
8906	1.000	-4.544	-2.501	-3.858	-8.401
9980	1.000	-4.543	-2.501	-3.858	-8.401
12818	1.000	-4.542	-2.501	-3.858	-8.399
14252	1.000	-4.539	-2.501	-3.858	-8.396
2572	1.000	-4.538	-2.501	-3.858	-8.396
6548	1.000	-4.537	-2.501	-3.858	-8.394
6222	1.000	-4.536	-2.501	-3.858	-8.394
74	1.000	-4.536	-2.501	-3.858	-8.394
1063	1.000	-4.533	-2.501	-3.858	-8.390
545	1.000	-4.533	-2.501	-3.858	-8.390
13126	1.000	-4.531	-2.501	-3.858	-8.388
2668	1.000	-4.530	-2.501	-3.858	-8.388
13756	1.000	-4.530	-2.501	-3.858	-8.387
15149	1.000	-4.528	-2.501	-3.858	-8.386
8070	1.000	-4.527	-2.501	-3.858	-8.385
12573	1.000	-4.527	-2.501	-3.858	-8.384
5499	1.000	-4.526	-2.501	-3.858	-8.384
2929	1.000	-4.523	-2.501	-3.858	-8.380
1930	50.633	-3.662	-2.252	-4.718	-8.380
7810	1.000	-4.522	-2.501	-3.858	-8.380
12370	1.000	-4.522	-2.501	-3.858	-8.380
12266	1.000	-4.521	-2.501	-3.858	-8.378
13664	1.000	-4.520	-2.501	-3.858	-8.377
2490	1.000	-4.518	-2.501	-3.858	-8.376
8224	1.000	-4.514	-2.501	-3.858	-8.372
3023	1.000	-4.513	-2.501	-3.858	-8.371
3633	1.000	-4.504	-2.501	-3.858	-8.362
4817	1.000	-4.504	-2.501	-3.858	-8.361
2138	40.707	-1.360	-0.701	-7.000	-8.360
225	1.000	-4.502	-2.501	-3.858	-8.359
11168	1.000	-4.492	-2.501	-3.858	-8.350
14383	42.560	-3.659	-2.253	-4.689	-8.348
8354	1.000	-4.486	-2.501	-3.858	-8.343
10996	1.000	-4.485	-2.501	-3.858	-8.342
1234	1.000	-4.484	-2.501	-3.858	-8.342
9438	1.000	-4.482	-2.501	-3.858	-8.339
10449	1.000	-4.482	-2.501	-3.858	-8.339
14018	1.000	-4.480	-2.501	-3.858	-8.338
6879	50.587	-1.205	-1.012	-7.131	-8.336
10762	1.000	-4.477	-2.501	-3.858	-8.335
8790	1.000	-4.476	-2.501	-3.858	-8.334
8792	1.000	-4.472	-2.501	-3.858	-8.330
2542	1.000	-4.469	-2.501	-3.858	-8.326
10626	1.000	-4.462	-2.501	-3.858	-8.319
4152	1.000	-4.461	-2.501	-3.858	-8.318
11305	1.000	-4.458	-2.501	-3.858	-8.315
2382	1.000	-4.444	-2.501	-3.858	-8.302
15068	1.000	-4.442	-2.501	-3.858	-8.299
10677	1.000	-4.432	-2.501	-3.858	-8.290
11605	1.000	-4.427	-2.501	-3.858	-8.285
4039	1.000	-4.426	-2.501	-3.858	-8.283
9645	1.000	-4.425	-2.501	-3.858	-8.282
9933	54.413	-3.165	-2.225	-5.114	-8.279
6919	1.000	-4.413	-2.501	-3.858	-8.270
12347	1.000	-4.408	-2.501	-3.858	-8.265
6927	38.940	-1.364	-0.706	-6.898	-8.262
10312	44.240	-1.332	-0.686	-6.922	-8.254
6075	40.670	-1.441	-1.070	-6.811	-8.252
10672	54.610	-3.149	-2.226	-5.099	-8.247
4492	1.000	-4.381	-2.501	-3.858	-8.238
9588	1.000	-4.378	-2.501	-3.858	-8.236
15039	43.270	-1.352	-0.702	-6.880	-8.232
14770	1.000	-4.371	-2.501	-3.858	-8.228
6101	36.790	-1.499	-0.722	-6.726	-8.224
14933	42.687	-1.163	-0.702	-7.062	-8.224
7309	1.000	-4.364	-2.501	-3.858	-8.221
5988	1.000	-4.357	-2.501	-3.858	-8.214
15007	1.000	-4.355	-2.501	-3.858	-8.212
4488	34.780	-3.784	-2.257	-4.427	-8.211
13078	1.000	-4.352	-2.501	-3.858	-8.209
6448	1.000	-4.343	-2.501	-3.858	-8.201
4303	41.353	-3.708	-2.256	-4.486	-8.194
5041	1.000	-4.332	-2.501	-3.858	-8.190
8439	54.840	-3.114	-2.226	-5.075	-8.189
8541	50.540	-1.119	-1.005	-7.069	-8.188
12713	44.440	-1.499	-0.722	-6.685	-8.184
9944	50.173	-1.222	-1.022	-6.958	-8.180
3747	44.300	-1.279	-1.067	-6.881	-8.160
5643	48.700	-3.585	-2.254	-4.572	-8.157
13900	40.613	-3.622	-2.254	-4.508	-8.130
9860	41.680	-1.468	-1.093	-6.657	-8.126
14498	54.353	-3.142	-2.227	-4.982	-8.123
1397	43.060	-1.212	-0.682	-6.909	-8.122
5152	49.387	-3.598	-2.253	-4.510	-8.108
3352	42.267	-1.275	-0.698	-6.832	-8.107
3894	54.573	-3.217	-2.226	-4.879	-8.096
4178	55.280	-3.261	-2.226	-4.765	-8.026
4164	44.560	-1.650	-0.707	-6.366	-8.016
5162	55.327	-1.256	-1.001	-6.752	-8.008
11669	37.370	-1.270	-0.674	-6.734	-8.003
6942	37.010	-3.837	-2.256	-4.152	-7.989
9014	40.540	-1.384	-1.062	-6.593	-7.978
1696	43.907	-1.285	-0.701	-6.648	-7.933
776	42.827	-1.295	-0.691	-6.637	-7.932
6084	45.207	-1.102	-0.645	-6.826	-7.928
8361	50.453	-3.420	-2.248	-4.493	-7.913
13634	50.807	-3.489	-2.248	-4.401	-7.890
8604	54.560	-3.237	-2.226	-4.640	-7.877
6157	54.630	-3.161	-2.225	-4.682	-7.843
12153	50.587	-1.331	-1.008	-6.496	-7.826
13676	45.013	-1.411	-1.053	-6.392	-7.803
2293	50.360	-3.560	-2.250	-4.237	-7.797
5683	44.613	-3.512	-2.251	-4.276	-7.787
15481	44.307	-1.080	-0.632	-6.701	-7.782
11640	41.120	-3.619	-2.254	-4.155	-7.774
6778	49.320	-3.577	-2.252	-4.185	-7.762
3423	35.310	-1.259	-0.693	-6.478	-7.736
7025	49.340	-3.498	-2.251	-4.193	-7.691
208	41.480	-1.340	-0.674	-6.326	-7.666
13911	44.160	-1.079	-0.653	-6.585	-7.664
306	45.380	-1.323	-1.063	-6.307	-7.630
8517	1.000	-3.770	-2.442	-3.858	-7.628
15268	36.373	-1.394	-0.703	-6.215	-7.610
10653	52.833	-1.209	-1.016	-6.398	-7.607
6345	45.140	-1.404	-1.100	-6.203	-7.607
5585	54.787	-3.363	-2.225	-4.230	-7.593
8578	41.200	-1.244	-0.695	-6.344	-7.587
3840	1.000	-3.724	-2.441	-3.858	-7.582
4737	37.707	-3.840	-2.257	-3.737	-7.577
3144	50.933	-1.236	-1.048	-6.341	-7.576
9929	1.000	-3.704	-2.434	-3.858	-7.562
3207	45.920	-1.217	-0.667	-6.335	-7.552
12132	44.890	-3.618	-2.252	-3.890	-7.509
1323	1.000	-3.650	-2.434	-3.858	-7.508
3956	1.000	-3.642	-2.434	-3.858	-7.500
14351	56.380	-1.222	-0.992	-6.264	-7.486
13267	44.613	-0.636	0.144	-6.844	-7.481
7809	54.493	-3.094	-2.227	-4.376	-7.470
669	1.000	-3.609	-2.441	-3.858	-7.467
